"dateaccessed";"url";"productName";"productPrice"
"18/11/2022 18:54:37";"https://www.amazon.com/dp/B0BCQXY52Z/ref=s9_acsd_al_bw_c2_x_4_t?pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-3&pf_rd_r=CDMZ1KGH8F2JEEE9CVX3&pf_rd_t=101&pf_rd_p=8e9b65fd-fdd1-4919-b0e2-074d5bb42c72&pf_rd_i=34756548011";"Google Pixel 7-5G Android Phone - Unlocked Smartphone with Wide Angle Lens and 24-Hour Battery - 128GB - Lemongrass";""
"18/11/2022 18:55:10";"https://www.amazon.com/dp/B0BCRC3Q3R/ref=s9_acsd_al_bw_c2_x_5_i?pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-3&pf_rd_r=CDMZ1KGH8F2JEEE9CVX3&pf_rd_t=101&pf_rd_p=8e9b65fd-fdd1-4919-b0e2-074d5bb42c72&pf_rd_i=34756548011";"Google Pixel 7-5G Android Phone - Unlocked Smartphone with Wide Angle Lens and 24-Hour Battery - 256GB - Lemongrass";""
"18/11/2022 18:55:51";"https://www.amazon.com/dp/B0BCRC3Q3R/ref=s9_acsd_al_bw_c2_x_5_t?pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-3&pf_rd_r=CDMZ1KGH8F2JEEE9CVX3&pf_rd_t=101&pf_rd_p=8e9b65fd-fdd1-4919-b0e2-074d5bb42c72&pf_rd_i=34756548011";"Google Pixel 7-5G Android Phone - Unlocked Smartphone with Wide Angle Lens and 24-Hour Battery - 256GB - Lemongrass";""
"18/11/2022 18:56:15";"https://www.amazon.com/dp/B0BCQWYR2Z/ref=s9_acsd_al_bw_c2_x_0_i?pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-4&pf_rd_r=CDMZ1KGH8F2JEEE9CVX3&pf_rd_t=101&pf_rd_p=1f5234aa-a4be-43f1-866c-b6e979313733&pf_rd_i=34756548011";"Google Pixel 7 Pro - 5G Android Phone - Unlocked Smartphone with Telephoto Lens, Wide Angle Lens, and 24-Hour Battery - 128GB - Obsidian";""
"18/11/2022 18:56:28";"https://www.amazon.com/dp/B0BCQWYR2Z/ref=s9_acsd_al_bw_c2_x_0_t?pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-4&pf_rd_r=CDMZ1KGH8F2JEEE9CVX3&pf_rd_t=101&pf_rd_p=1f5234aa-a4be-43f1-866c-b6e979313733&pf_rd_i=34756548011";"Google Pixel 7 Pro - 5G Android Phone - Unlocked Smartphone with Telephoto Lens, Wide Angle Lens, and 24-Hour Battery - 128GB - Obsidian";""
"18/11/2022 18:56:59";"https://www.amazon.com/dp/B0BCQVFQHD/ref=s9_acsd_al_bw_c2_x_1_i?pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-4&pf_rd_r=CDMZ1KGH8F2JEEE9CVX3&pf_rd_t=101&pf_rd_p=1f5234aa-a4be-43f1-866c-b6e979313733&pf_rd_i=34756548011";"Google Pixel 7 Pro - 5G Android Phone - Unlocked Smartphone with Telephoto Lens, Wide Angle Lens, and 24-Hour Battery - 256GB - Obsidian";""
"18/11/2022 18:57:24";"https://www.amazon.com/dp/B0BCQVFQHD/ref=s9_acsd_al_bw_c2_x_1_t?pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-4&pf_rd_r=CDMZ1KGH8F2JEEE9CVX3&pf_rd_t=101&pf_rd_p=1f5234aa-a4be-43f1-866c-b6e979313733&pf_rd_i=34756548011";"Google Pixel 7 Pro - 5G Android Phone - Unlocked Smartphone with Telephoto Lens, Wide Angle Lens, and 24-Hour Battery - 256GB - Obsidian";""
"18/11/2022 18:57:37";"https://www.amazon.com/dp/B0BCQV4YCG/ref=s9_acsd_al_bw_c2_x_2_i?pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-4&pf_rd_r=CDMZ1KGH8F2JEEE9CVX3&pf_rd_t=101&pf_rd_p=1f5234aa-a4be-43f1-866c-b6e979313733&pf_rd_i=34756548011";"Google Pixel 7 Pro - 5G Android Phone - Unlocked Smartphone with Telephoto Lens, Wide Angle Lens, and 24-Hour Battery - 512GB - Obsidian";""
"18/11/2022 18:57:51";"https://www.amazon.com/dp/B0BCQV4YCG/ref=s9_acsd_al_bw_c2_x_2_t?pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-4&pf_rd_r=CDMZ1KGH8F2JEEE9CVX3&pf_rd_t=101&pf_rd_p=1f5234aa-a4be-43f1-866c-b6e979313733&pf_rd_i=34756548011";"Google Pixel 7 Pro - 5G Android Phone - Unlocked Smartphone with Telephoto Lens, Wide Angle Lens, and 24-Hour Battery - 512GB - Obsidian";""
"18/11/2022 18:58:17";"https://www.amazon.com/dp/B0BCQWVFPW/ref=s9_acsd_al_bw_c2_x_3_i?pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-4&pf_rd_r=CDMZ1KGH8F2JEEE9CVX3&pf_rd_t=101&pf_rd_p=1f5234aa-a4be-43f1-866c-b6e979313733&pf_rd_i=34756548011";"Google Pixel 7 Pro - 5G Android Phone - Unlocked Smartphone with Telephoto Lens, Wide Angle Lens, and 24-Hour Battery - 128GB - Snow";""
"18/11/2022 18:58:31";"https://www.amazon.com/dp/B0BCQWVFPW/ref=s9_acsd_al_bw_c2_x_3_t?pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-4&pf_rd_r=CDMZ1KGH8F2JEEE9CVX3&pf_rd_t=101&pf_rd_p=1f5234aa-a4be-43f1-866c-b6e979313733&pf_rd_i=34756548011";"Google Pixel 7 Pro - 5G Android Phone - Unlocked Smartphone with Telephoto Lens, Wide Angle Lens, and 24-Hour Battery - 128GB - Snow";""
"18/11/2022 18:58:43";"https://www.amazon.com/dp/B0BCQXG46W/ref=s9_acsd_al_bw_c2_x_4_i?pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-4&pf_rd_r=CDMZ1KGH8F2JEEE9CVX3&pf_rd_t=101&pf_rd_p=1f5234aa-a4be-43f1-866c-b6e979313733&pf_rd_i=34756548011";"Google Pixel 7 Pro - 5G Android Phone - Unlocked Smartphone with Telephoto Lens, Wide Angle Lens, and 24-Hour Battery - 256GB - Snow";""
"18/11/2022 18:59:11";"https://www.amazon.com/dp/B0BCQXG46W/ref=s9_acsd_al_bw_c2_x_4_t?pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-4&pf_rd_r=CDMZ1KGH8F2JEEE9CVX3&pf_rd_t=101&pf_rd_p=1f5234aa-a4be-43f1-866c-b6e979313733&pf_rd_i=34756548011";"Google Pixel 7 Pro - 5G Android Phone - Unlocked Smartphone with Telephoto Lens, Wide Angle Lens, and 24-Hour Battery - 256GB - Snow";""
"18/11/2022 18:59:34";"https://www.amazon.com/dp/B0BCQXY9H8/ref=s9_acsd_al_bw_c2_x_5_i?pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-4&pf_rd_r=CDMZ1KGH8F2JEEE9CVX3&pf_rd_t=101&pf_rd_p=1f5234aa-a4be-43f1-866c-b6e979313733&pf_rd_i=34756548011";"Google Pixel 7 Pro - 5G Android Phone - Unlocked Smartphone with Telephoto Lens, Wide Angle Lens, and 24-Hour Battery - 512GB - Snow";""
"18/11/2022 18:59:55";"https://www.amazon.com/dp/B0BCQXY9H8/ref=s9_acsd_al_bw_c2_x_5_t?pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-4&pf_rd_r=CDMZ1KGH8F2JEEE9CVX3&pf_rd_t=101&pf_rd_p=1f5234aa-a4be-43f1-866c-b6e979313733&pf_rd_i=34756548011";"Google Pixel 7 Pro - 5G Android Phone - Unlocked Smartphone with Telephoto Lens, Wide Angle Lens, and 24-Hour Battery - 512GB - Snow";""
"18/11/2022 19:00:26";"https://www.amazon.com/dp/B0BCQXCFNT/ref=s9_acsd_al_bw_c2_x_6_i?pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-4&pf_rd_r=CDMZ1KGH8F2JEEE9CVX3&pf_rd_t=101&pf_rd_p=1f5234aa-a4be-43f1-866c-b6e979313733&pf_rd_i=34756548011";"Google Pixel 7 Pro - 5G Android Phone - Unlocked Smartphone with Telephoto Lens, Wide Angle Lens, and 24-Hour Battery - 128GB - Hazel";""
"18/11/2022 19:00:40";"https://www.amazon.com/dp/B0BCQXCFNT/ref=s9_acsd_al_bw_c2_x_6_t?pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-4&pf_rd_r=CDMZ1KGH8F2JEEE9CVX3&pf_rd_t=101&pf_rd_p=1f5234aa-a4be-43f1-866c-b6e979313733&pf_rd_i=34756548011";"Google Pixel 7 Pro - 5G Android Phone - Unlocked Smartphone with Telephoto Lens, Wide Angle Lens, and 24-Hour Battery - 128GB - Hazel";""
"18/11/2022 19:02:34";"https://www.amazon.com/dp/B0BCQTWQPC/ref=s9_acsd_al_bw_c2_x_7_i?pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-4&pf_rd_r=CDMZ1KGH8F2JEEE9CVX3&pf_rd_t=101&pf_rd_p=1f5234aa-a4be-43f1-866c-b6e979313733&pf_rd_i=34756548011";"Google Pixel 7 Pro - 5G Android Phone - Unlocked Smartphone with Telephoto Lens, Wide Angle Lens, and 24-Hour Battery - 256GB - Hazel";""
